Unnamed: 0,name,subscribers,view_count,view_mean,video_count,category,youtube_since,view_ratio,coef_subscribers_viewmean
361,LeoNata Family,20300000,24961773273,20341409,2129,People&Blogs,2021,1229.644003596059,0.7402969231068015
362,SlivkiShow,20300000,4655934988,2676962,457,Entertainment,2012,229.3564033497537,0.3682946839412337
363,Ninja Kidz TV,20300000,10755462601,275796,291,Entertainment,2017,529.8257438916256,0.3682946839412337
364,Jake Paul,20300000,7294053938,745796,958,People&Blogs,2013,359.3130018719212,0.7402969231068015
365,Family GamesTV,20300000,7065162053,104722,268,Entertainment,2016,348.03753955665024,0.3682946839412337
367,BuzzFeedVideo,20200000,17898758327,256426,7660,People&Blogs,2011,886.0771449009901,0.7402969231068015
368,Dangal TV Channel,20200000,11942723504,202242,18331,Entertainment,2017,591.2239358415842,0.3682946839412337
370,AuthenticGames,20100000,8912368138,296218,4919,Gaming,2011,443.4013999004975,0.1714734475140664
371,Skrillex,20100000,6579080157,1033461,238,Music,2010,327.3174207462687,0.050865397833699845
372,BabyBus - Cerita & Lagu Anak-anak,20100000,11669764934,50652765,821,Education,2019,580.5853200995025,1.097713668156555
373,YOLO,20300000,1442408878,931885,236,Comedy,2015,71.0546245320197,0.6820464845369754
374,LIV Crime,20000000,10469904479,396943,8828,People&Blogs,2020,523.49522395,0.7402969231068015
375,Emiway Bantai,20100000,3512958287,2992686,220,Music,2013,174.77404412935323,0.050865397833699845
376,Got Talent Global,20100000,2371416339,326057,1138,Entertainment,2013,117.9809123880597,0.3682946839412337
377,Marvel Entertainment,20100000,5598781203,2633894,8476,Entertainment,2005,278.5463285074627,0.3682946839412337
378,REACT,20000000,13112666703,90321,4226,Entertainment,2007,655.63333515,0.3682946839412337
379,Azhan5star,20000000,9537514880,13456432,618,Entertainment,2021,476.875744,0.3682946839412337
380,Sagawa /ããã,20000000,16917096523,3902282,5737,Entertainment,2021,845.85482615,0.3682946839412337
381,Robin Hood Gamer,20000000,10285133511,442194,3990,Entertainment,2014,514.25667555,0.3682946839412337
382,Noor Stars,20000000,2720140617,1047254,679,Comedy,2014,136.00703085,0.6820464845369754
383,Vevo,20000000,557753295,25231230,1518,Music,2006,27.88766475,0.050865397833699845
384,5-Minute Crafts PLAY,20000000,6025869830,1122092,5291,Howto&Style,2017,301.2934915,0.024133821284519068
385,Pentatonix,20000000,6011740706,299201,266,Music,2011,300.5870353,0.050865397833699845
386,Pencilmation,20000000,11241019776,1175626,1455,Film&Animation,2007,562.0509888,0.5261173000667103
387,Green Gold TV - Official Channel,19900000,9639802482,130581,1642,Film&Animation,2011,484.4121850251256,0.5261173000667103
388,Vijay Television,19900000,28059806797,639031,48207,Entertainment,2007,1410.0405425628142,0.3682946839412337
389,Bizarrap,19900000,7278113644,94942296,81,Comedy,2017,365.7343539698492,0.6820464845369754
390,Gordon Ramsay,19800000,3821954644,590744,1478,Entertainment,2006,193.02801232323233,0.3682946839412337
391,JennaMarbles,19700000,1798429204,3452250,250,Comedy,2010,91.29082253807107,0.6820464845369754
392,CookieSwirlC,19800000,23051896170,19711263,3737,Entertainment,2013,1164.2371803030303,0.3682946839412337
393,Gusttavo Lima Oficial,19800000,13569377735,9137223,358,Music,2010,685.3221078282828,0.050865397833699845
394,Crafty Panda,19800000,5745847484,10851583,736,People&Blogs,2017,290.19431737373736,0.7402969231068015
395,HaerteTest,19800000,3224943935,704006,1367,Science&Technology,2011,162.87595631313133,0.40317098133125906
396,MiawAug,19800000,5973464058,1139042,3649,Gaming,2014,301.69010393939396,0.1714734475140664
397,SCTV,19600000,9682854797,867537,52574,Entertainment,2011,494.02320392857143,0.3682946839412337
398,Clash of Clans,19600000,3920400285,2239050,660,Gaming,2013,200.02042270408162,0.1714734475140664
399,Troom Troom Es,19600000,7399202838,374541,2843,People&Blogs,2016,377.510348877551,0.7402969231068015
400,Topper Guild,19200000,14420006051,8912147,738,Comedy,2014,751.0419818229167,0.6820464845369754
401,Official Pink Panther,19500000,10803466261,417989,711,Film&Animation,2013,554.0239108205128,0.5261173000667103
402,Britain's Got Talent,19500000,11179479522,660976,4083,Entertainment,2008,573.3066421538462,0.3682946839412337
403,7clouds,19500000,14345205884,1203760,2327,Music,2013,735.6515837948718,0.050865397833699845
405,tabii Urdu,19500000,8609577412,1639145,1235,Entertainment,2020,441.51679035897433,0.3682946839412337
406,AS Gaming,19500000,2816854909,342804,1250,Gaming,2016,144.4540978974359,0.1714734475140664
407,SOMOY TV,19400000,11849426667,191476,140442,News&Politics,2015,610.7951890206185,-0.00793467772677302
408,DLS News,19400000,2216840197,578017,4578,News&Politics,2017,114.27011324742269,-0.00793467772677302
409,JukiLop,19400000,1573882518,2244934,85,People&Blogs,2017,81.12796484536082,0.7402969231068015
410,shane,19300000,4319678718,2607500,571,People&Blogs,2005,223.81755015544041,0.7402969231068015
411,FIFA,19300000,5438288980,2476993,10601,Sports,2006,281.7766310880829,0.15890168118858608
412,Sony AATH,19200000,13476500530,228006,17943,Shows,2013,701.9010692708333,-0.03585656666974111
413,etvteluguindia,19200000,22553315758,355190,123304,Entertainment,2010,1174.6518623958334,0.3682946839412337
414,RKD Studios,19200000,5259399607,9576255,859,Entertainment,2014,273.9270628645833,0.3682946839412337
415,Marta and Rustam,19100000,18912931555,11599689,694,Comedy,2021,990.2058405759162,0.6820464845369754
417,Jimmy Kimmel Live,19100000,13095591498,857861,6526,Entertainment,2006,685.633062722513,0.3682946839412337
418,Sonotek,19100000,7541227727,10349294,8261,Entertainment,2011,394.8286768062827,0.3682946839412337
419,Lil Nas X,19000000,6253187810,601823,37,Music,2018,329.1151478947368,0.050865397833699845
421,TheOdd1sOut,19000000,4505418722,5348342,138,Comedy,2014,237.12730115789475,0.6820464845369754
423,Vsauce,18900000,2761926112,7676580,447,Science&Technology,2007,146.13365671957672,0.40317098133125906
424,KBS WORLD TV,18900000,14971081397,231323,63433,Entertainment,2007,792.1207088359788,0.3682946839412337
425,HiMan,18800000,2811199518,1175555,368,People&Blogs,2014,149.53188925531916,0.7402969231068015
426,Turma da MÃ´nica,18800000,13678470741,1807787,1137,Film&Animation,2012,727.5782309042553,0.5261173000667103
427,Little Angel EspaÃ±ol - Canciones Infantiles,18800000,9507220844,2580386,686,Education,2018,505.70323638297873,1.097713668156555
428,Cardi B,18800000,7566578446,966244,60,People&Blogs,2016,402.47757691489363,0.7402969231068015
429,CKN,18700000,12215751818,78709710,478,Entertainment,2015,653.2487603208556,0.3682946839412337
430,SUPER SLICK SLIME SAM,18700000,7054285721,178463,872,Howto&Style,2018,377.23453053475936,0.024133821284519068
431,Masha e o Urso,18700000,8164855114,656897,1073,Shows,2016,436.62326812834226,-0.03585656666974111
432,ÐÐ¾Ð·Ð½Ð°Ð²Ð°ÑÐµÐ»Ñ,18600000,9478244699,797274,522,Entertainment,2014,509.58304833333335,0.3682946839412337
433,Farruko,18600000,9403273557,1703560,205,Music,2009,505.55234177419356,0.050865397833699845
434,Ali-A,18600000,6076488095,5924237,4096,Gaming,2006,326.6929083333333,0.1714734475140664
435,Goldmines Great Indian Comedy,18600000,5078038512,20387454,2730,Film&Animation,2016,273.01282322580647,0.5261173000667103
436,TED-Ed,18600000,3609403547,207444,2051,Education,2011,194.05395413978493,1.097713668156555
437,Wow Kidz Action,18600000,8145443530,2691934,1653,Film&Animation,2017,437.9270715053763,0.5261173000667103
438,The ACE Family,18500000,4553511615,533462,711,People&Blogs,2016,246.13576297297297,0.7402969231068015
439,Sidemen,18500000,5109750381,7920948,303,Entertainment,2015,276.2027232972973,0.3682946839412337
440,TheWillyrex,18400000,7021924659,152529,6900,Comedy,2011,381.6263401630435,0.6820464845369754
441,GRAMMY GOLD OFFICIAL,18400000,19910076186,426083,6157,Music,2014,1082.0693579347826,0.050865397833699845
442,PDK Films,18400000,4089986843,32316606,110,Entertainment,2009,222.28189364130435,0.3682946839412337
443,shakiraVEVO,18400000,24859208019,27655564,195,Music,2009,1351.043914076087,0.050865397833699845
444,Ishaan Ali 11,18400000,11349828769,17890684,888,People&Blogs,2016,616.8385200543478,0.7402969231068015
445,Dan-Sa / Daniel Saboya,18400000,6426810333,203941,2768,Music,2007,349.28317027173915,0.050865397833699845
446,Like Nastya Vlog,18400000,8070560686,37414800,477,People&Blogs,2016,438.6174285869565,0.7402969231068015
447,Shemaroo Comedy,18300000,5921383803,354025,4303,Entertainment,2007,323.5728854098361,0.3682946839412337
450,Marmok,18300000,3400321797,2202520,368,Gaming,2008,185.8099342622951,0.1714734475140664
451,Yoeslan,18300000,16193658009,32019973,547,Entertainment,2020,884.8993447540984,0.3682946839412337
452,KL BRO Biju Rithvik,18700000,15332144057,3053981,1730,Entertainment,2020,819.90075171123,0.3682946839412337
453,Zach King,18300000,3948175431,591645,442,Entertainment,2013,215.7472913114754,0.3682946839412337
454,Unbox Therapy,18200000,4480629734,1566699,2149,Science&Technology,2010,246.18844692307692,0.40317098133125906
455,INCRÃVEL,18200000,3188429872,400516,6677,People&Blogs,2017,175.18845450549452,0.7402969231068015
456,Naisa Alifia Yuriza (N.A.Y),18200000,1561839572,5274274,724,People&Blogs,2017,85.81536109890109,0.7402969231068015
457,Good Mythical Morning,18200000,8702599730,169945,3285,Entertainment,2008,478.1648203296703,0.3682946839412337
458,RsiamMusic : à¸­à¸²à¸£à¹à¸ªà¸¢à¸²à¸¡,18200000,11462204260,548046,3026,Music,2011,629.7914428571429,0.050865397833699845
459,Triggered Insaan,18100000,3134293302,4108293,294,Comedy,2014,173.16537580110497,0.6820464845369754
460,Dhar Mann,18100000,10901220399,1218852,861,People&Blogs,2018,602.2773701104973,0.7402969231068015
461,Miley Cyrus,18100000,7556098885,456151,142,Entertainment,2009,417.4640267955801,0.3682946839412337
462,GEN HALILINTAR,18100000,3272390433,1137770,1010,Entertainment,2015,180.79505154696133,0.3682946839412337
463,Ø´Ø¨ÙØ© Ø§ÙØ¹Ø§Ø¨ Ø§ÙØ¹Ø±Ø¨ | Arab Games Network,18000000,8644056423,513225,6161,Gaming,2013,480.2253568333333,0.1714734475140664
464,SQUEEZIE,18000000,9895903729,5930430,1515,Gaming,2011,549.7724293888889,0.1714734475140664
465,dednahype,18000000,18869731928,35355744,1762,Comedy,2020,1048.3184404444444,0.6820464845369754
466,officialpsy,18000000,10584983296,2037963,128,Music,2010,588.0546275555556,0.050865397833699845
468,RobleisIUTU,17900000,5124378378,964611,1344,Entertainment,2013,286.2781216759777,0.3682946839412337
470,TheGrefg,17900000,6343810492,1954136,3496,Gaming,2012,354.4028207821229,0.1714734475140664
471,SebastiÃ¡n Yatra,17900000,10279004480,115879,232,News&Politics,2013,574.2460603351956,-0.00793467772677302
473,David Dobrik,17900000,7165826986,3976087,536,People&Blogs,2014,400.3255299441341,0.7402969231068015
474,Lele Pons,17900000,5212100370,5867962,202,Comedy,2015,291.1787916201117,0.6820464845369754
476,SonyMusicSouthVEVO,17800000,17550301278,2204555,5630,Music,2014,985.9719819101124,0.050865397833699845
477,Manual do Mundo,17800000,3904079425,674989,2404,Howto&Style,2006,219.3303047752809,0.024133821284519068
479,KatieAngel,17700000,3776249191,1650114,994,People&Blogs,2015,213.34741192090397,0.7402969231068015
480,Blippi - Educational Videos for Kids,17700000,14558682116,178961,653,Education,2014,822.5244133333333,1.097713668156555
481,Lil Pump,17700000,4200814318,2881074,60,Music,2015,237.33414225988702,0.050865397833699845
483,ArianaGrandeVevo,17700000,19964563074,1235827,178,Music,2010,1127.9414166101694,0.050865397833699845
484,And TV,17600000,14289264209,3226880,33727,Entertainment,2015,811.890011875,0.3682946839412337
485,tanboy kun,17600000,3569077626,2368565,715,People&Blogs,2016,202.78850147727272,0.7402969231068015
486,Porta dos Fundos,17600000,7676829784,797894,2191,Entertainment,2012,436.18351045454546,0.3682946839412337
487,JFlaMusic,17600000,3792145054,999049,319,Music,2011,215.4627871590909,0.050865397833699845
488,Les' Copaque Production,17500000,8886820118,851045,1675,Film&Animation,2009,507.81829245714283,0.5261173000667103
489,Ajay Sharma,17500000,11952406523,6325786,866,Entertainment,2012,682.9946584571428,0.3682946839412337
490,News 24,17500000,8122902513,485037,213383,News&Politics,2014,464.1658578857143,-0.00793467772677302
491,æå­æ Liziqi,17500000,2944747984,1333539,128,Howto&Style,2017,168.27131337142856,0.024133821284519068
492,FactTechz,17500000,2228074029,519846,688,Entertainment,2016,127.31851594285715,0.3682946839412337
493,The Game Theorists,17400000,3682661532,2483651,625,Gaming,2009,211.6472144827586,0.1714734475140664
494,Jason Derulo,17500000,9490501056,740421,560,Music,2008,542.3143460571429,0.050865397833699845
495,zbing z.,17500000,9178298249,677565,3081,Gaming,2014,524.4741856571428,0.1714734475140664
496,IGN,17400000,15912671062,321982,154972,Gaming,2006,914.5213254022989,0.1714734475140664
497,MissaSinfonia,17500000,2235833032,6148381,233,Comedy,2011,127.76188754285714,0.6820464845369754
498,Stubborn Facts,17300000,900293471,11780415,277,Film&Animation,2016,52.040085028901736,0.5261173000667103
499,How Ridiculous,17300000,8998052655,964745,639,Sports,2009,520.1186505780347,0.15890168118858608
500,Ø§ÙÙØ±ÙÙØ§Ø³ - Al-Remas,17300000,10795671278,1071189,1983,Music,2013,624.0272415028902,0.050865397833699845
501,Willyrex,17200000,4994666356,592365,7450,Gaming,2009,290.3875788372093,0.1714734475140664
502,Ami Rodriguez,17200000,2548225572,5115092,428,Entertainment,2009,148.15264953488372,0.3682946839412337
503,AMARINTV : à¸­à¸¡à¸£à¸´à¸à¸à¸£à¹à¸à¸µà¸§à¸µ,17200000,12705951302,182268,112481,Entertainment,2014,738.7180989534884,0.3682946839412337
504,MSA previously My Story Animated,17200000,8185983896,4381910,1072,Film&Animation,2019,475.9292962790698,0.5261173000667103
505,HowToBasic,17200000,3656118465,442123,575,Howto&Style,2011,212.5650270348837,0.024133821284519068
506,Liza Koshy,17100000,2171115213,419044,142,Comedy,2013,126.96580192982456,0.6820464845369754
507,PopularMMOs,17100000,14556655934,484287,4685,Gaming,2012,851.2664288888889,0.1714734475140664
508,El Reino a Jugar,17100000,11306163564,53208674,985,Education,2015,661.1791557894737,1.097713668156555
509,Jason Vlogs,17100000,8764622207,33478731,754,Education,2015,512.55100625731,1.097713668156555
510,Anitta,17100000,7237222086,2880798,119,Music,2011,423.229361754386,0.050865397833699845
511,LuisFonsiVEVO,17000000,14458542078,484869,97,Music,2009,850.5024751764706,0.050865397833699845
512,Jake Fellman,16800000,12463819539,9333228,409,Entertainment,2012,741.8940201785714,0.3682946839412337
513,TRANS TV Official,17000000,9633261283,359707,145496,Entertainment,2014,566.6624284117647,0.3682946839412337
514,El Payaso Plim Plim,17000000,16279476749,1267778,1236,Film&Animation,2013,957.6162793529412,0.5261173000667103
515,Aphmau,17000000,17208018097,823667,4345,Gaming,2012,1012.2363586470589,0.1714734475140664
516,TheBrianMaps,17000000,4394608534,3623848,495,Comedy,2012,258.50638435294115,0.6820464845369754
517,Gaby and Alex,17000000,8183230909,10078796,360,Entertainment,2012,481.36652405882353,0.3682946839412337
518,Queen Official,16900000,10693536376,2629617,979,Music,2008,632.7536317159763,0.050865397833699845
519,Willie Salim,17100000,3818397330,5181709,590,People&Blogs,2014,223.2980894736842,0.7402969231068015
520,Marques Brownlee,16900000,3505008223,2711695,1549,Science&Technology,2008,207.39693627218935,0.40317098133125906
522,Guava Juice,16900000,9074504549,304333,1909,Gaming,2006,536.9529318934912,0.1714734475140664
523,EeOneGuy,16900000,3824929134,459293,366,Entertainment,2013,226.32716769230768,0.3682946839412337
524,Apple,16900000,994259990,3290864,181,Science&Technology,2005,58.831952071005915,0.40317098133125906
525,News18 India,16800000,6828566260,149264,172792,News&Politics,2007,406.4622773809524,-0.00793467772677302
526,Doggy Doggy Cartoons,16800000,6515313415,10189901,4787,Entertainment,2012,387.81627470238095,0.3682946839412337
527,VICE,16800000,4550533749,545749,3860,Entertainment,2005,270.8651041071429,0.3682946839412337
528,Aayu and Pihu Show,16800000,9106911452,2880299,425,Comedy,2017,542.0780626190476,0.6820464845369754
529,DeGoBooM,16700000,6076607724,8001000,4451,Gaming,2014,363.8687259880239,0.1714734475140664
530,DeToxoMoroxo,16700000,2299514268,471903,538,Entertainment,2012,137.6954651497006,0.3682946839412337
531,IShowSpeed,16700000,1359865986,2478821,1289,Gaming,2016,81.42910095808384,0.1714734475140664
532,Pop Chartbusters,16700000,8573825505,3816477,2229,Music,2011,513.4027248502994,0.050865397833699845
533,Tu COSMOPOLIS,16700000,5063508115,885237,8427,People&Blogs,2014,303.204078742515,0.7402969231068015
534,Taarak Mehta Ka Ooltah Chashmah,16600000,10741939802,590798,4289,Entertainment,2014,647.1048073493976,0.3682946839412337
535,Koray Zeynep,16600000,15764636537,33183704,1942,People&Blogs,2016,949.6768998192771,0.7402969231068015
536,Gato Galactico | GALÃXIA,16600000,3613767046,4038736,1490,Film&Animation,2013,217.69681,0.5261173000667103
537,IDEAS EN 5 MINUTOS,16600000,3679896818,205786,5316,Howto&Style,2017,221.6805312048193,0.024133821284519068
538,Travis Scott,16600000,7850945498,3699281,13,Music,2013,472.94852397590364,0.050865397833699845
539,With Kids[ìëí¤ì¦],16600000,8762279895,904231,905,Entertainment,2012,527.8481864457831,0.3682946839412337
541,Werever2morro,16600000,2795934309,1143623,973,Entertainment,2007,168.4297776506024,0.3682946839412337
542,FailArmy,16500000,2950248185,5278313,421,Comedy,2011,178.8029203030303,0.6820464845369754
544,Kaykai Salaider,16400000,4416455250,636164,425,Comedy,2011,269.29605182926827,0.6820464845369754
545,Lahari Music - TSeries,16400000,11800372781,3716943,8846,Music,2011,719.5349256707317,0.050865397833699845
546,Sandra Cires Art,16400000,3929044938,786271,1086,Howto&Style,2011,239.57591085365854,0.024133821284519068
547,NMF News,16400000,7353038692,185461,109305,News&Politics,2013,448.35601780487804,-0.00793467772677302
548,FunFun Toy Doll TV,16400000,7358657888,2775025,733,Entertainment,2016,448.6986517073171,0.3682946839412337
549,SAM SMITH,16300000,10011156508,10964683,210,Music,2012,614.1813808588957,0.050865397833699845
550,RCTI - LAYAR DRAMA INDONESIA,16300000,13320918416,1012592,70215,Entertainment,2015,817.2342586503067,0.3682946839412337
551,W2S,16300000,4760782142,1380754,652,Gaming,2012,292.07252404907973,0.1714734475140664
552,Boyce Avenue,16300000,6530027799,361450,472,Music,2007,400.615202392638,0.050865397833699845
553,CoryxKenshin,16300000,6916841841,7172168,1689,Gaming,2009,424.34612521472394,0.1714734475140664
554,Little Mix,16200000,7454257782,162665,278,Music,2011,460.13936925925924,0.050865397833699845
555,SriBalajiMovies,16300000,9199712525,189303,19094,Entertainment,2011,564.399541411043,0.3682946839412337
556,JJ Olatunji,16200000,4038640434,2712036,1280,Gaming,2011,249.29879222222223,0.1714734475140664
557,Bispo Bruno Leonardo,16300000,3291953717,668873,4687,Nonprofits&Activism,2016,201.96035073619632,0.0
558,Kids Play,16200000,8046033742,1659132,586,Entertainment,2018,496.66874950617284,0.3682946839412337
559,BBC News Hindi,16200000,6869190290,142212,20479,News&Politics,2009,424.02409197530864,-0.00793467772677302
560,Ch7HD,16200000,9325166624,203582,53420,Entertainment,2010,575.627569382716,0.3682946839412337
561,GMMTV OFFICIALââ,16200000,12506502870,213138,23095,Entertainment,2010,772.00635,0.3682946839412337
562,ÐÐ¸Ð¼Ð° ÐÐ°ÑÐ»ÐµÐ½Ð½Ð¸ÐºÐ¾Ð²,16300000,2390793810,7767682,420,Entertainment,2014,146.67446687116563,0.3682946839412337
563,Matt Stonie,16200000,3501043686,2032053,429,Entertainment,2012,216.11380777777777,0.3682946839412337
564,Pitbull,16200000,12326353249,375686,345,Music,2006,760.8860030246914,0.050865397833699845
565,Camila Cabello,16200000,6547073831,4995425,80,Music,2015,404.1403599382716,0.050865397833699845
566,ExtraPolinesios,16200000,4799751695,965794,496,People&Blogs,2012,296.2809688271605,0.7402969231068015
567,Jennifer Lopez,16100000,10115970118,204437,252,Music,2005,628.3211253416149,0.050865397833699845
568,FitDance,16100000,7074598373,382928,4689,Music,2013,439.4160480124224,0.050865397833699845
569,Technoblade,16100000,1630931664,4790181,989,Gaming,2013,101.30010335403726,0.1714734475140664
570,AdMe,16100000,4442508976,373679,6348,Entertainment,2015,275.93223453416147,0.3682946839412337
571,Bobby chourasiya,16100000,8939420087,22257925,414,People&Blogs,2019,555.2434836645963,0.7402969231068015
572,Canal IN,16100000,2672780641,119871,723,People&Blogs,2017,166.0112199378882,0.7402969231068015
573,Thairath Online,16100000,14285169909,306219,238512,News&Politics,2010,887.2776340993789,-0.00793467772677302
574,T3ddy,16100000,2938716938,762774,1890,Comedy,2012,182.52900236024846,0.6820464845369754
575,LEGO,16000000,20316001909,161020,30542,Entertainment,2005,1269.7501193125,0.3682946839412337
576,Jordan Matter,16000000,5524461137,10090115,405,Entertainment,2006,345.2788210625,0.3682946839412337
577,Antrax,16000000,3022438590,523775,687,Gaming,2015,188.902411875,0.1714734475140664
578,Dyland PROS,16000000,1500374483,557212,2674,Entertainment,2015,93.7734051875,0.3682946839412337
580,POPS Kids,16000000,9375964489,1286925,3866,Music,2014,585.9977805625,0.050865397833699845
581,UFC - Ultimate Fighting Championship,16000000,6860573976,1162824,14215,Sports,2006,428.7858735,0.15890168118858608
583,wifistudy,15900000,2997096206,174382,51167,Education,2014,188.49661672955975,1.097713668156555
584,jaanvi patel,15900000,7199368060,15967991,489,People&Blogs,2018,452.7904440251572,0.7402969231068015
585,DopeLyrics,15900000,9943923998,188656,2022,Music,2016,625.4040250314465,0.050865397833699845
586,Enes Batur,15900000,9747298434,1896936,1986,Gaming,2012,613.0376373584905,0.1714734475140664
587,La Rosa de Guadalupe,15900000,9462223001,1675074,7718,Entertainment,2015,595.1083648427673,0.3682946839412337
588,jeffreestar,15900000,2606434196,666555,433,Howto&Style,2006,163.92667899371068,0.024133821284519068
590,TWICE,15900000,4915648244,180091,1097,Music,2016,309.160266918239,0.050865397833699845
591,Camilo,15800000,6709656509,382842,127,Music,2010,424.6618043670886,0.050865397833699845
593,Priyal Kukreja,15700000,10061806187,3396012,723,People&Blogs,2021,640.8793749681529,0.7402969231068015
594,MK MUSIC,15700000,8987669730,229990,5035,Music,2010,572.4630401273886,0.050865397833699845
595,Rotten Tomatoes Trailers,15700000,13068327378,343129,10272,Film&Animation,2011,832.37754,0.5261173000667103
596,Danny Fitt,15700000,9123106895,1136916,2205,People&Blogs,2016,581.0896111464968,0.7402969231068015
597,Lyna,15700000,6445959561,1459188,4837,Gaming,2014,410.57067267515924,0.1714734475140664
598,Team Films Bhojpuri,15600000,6572617235,624500,19659,Music,2014,421.3216176282051,0.050865397833699845
599,Unspeakable,15600000,8803583330,1956688,775,Gaming,2016,564.3322647435897,0.1714734475140664
600,deepesh zo,15600000,6784953029,4186895,492,People&Blogs,2021,434.93288647435895,0.7402969231068015
601,Daily Dose Of Internet,15600000,6147576424,5078076,594,Entertainment,2015,394.0754117948718,0.3682946839412337
602,Caeli YT,15600000,1511543916,510540,551,Entertainment,2010,96.89384076923076,0.3682946839412337
603,Dear Sir,15600000,1312378708,925775,610,Education,2016,84.12684025641026,1.097713668156555
604,Volga Video,15600000,9711420773,1335302,16628,Film&Animation,2012,622.5269726282052,0.5261173000667103
605,Disney Junior,15600000,15297016006,1907358,3908,Entertainment,2008,980.577949102564,0.3682946839412337
606,5-Minute Crafts FAMILY,15600000,6116549086,7404583,4105,People&Blogs,2018,392.0864798717949,0.7402969231068015
607,Talking Tom & Friends,15500000,6368016829,652326,406,Entertainment,2010,410.83979541935486,0.3682946839412337
608,Zee Music Classic,15500000,5434110964,31175081,1480,Music,2014,350.58780412903224,0.050865397833699845
609,Linus Tech Tips,15500000,7034219172,1836058,6202,Science&Technology,2008,453.82059174193546,0.40317098133125906
612,Henrique e Juliano,15500000,14316506915,3961041,323,Music,2009,923.6456074193549,0.050865397833699845
613,Arif muhammad,15500000,4001027378,1393289,524,People&Blogs,2017,258.13079858064515,0.7402969231068015
614,Juliana Baltar,15400000,3772442011,444018,1907,Entertainment,2010,244.96376694805195,0.3682946839412337
615,Blippi EspaÃ±ol,15300000,8825345068,423778,571,People&Blogs,2017,576.8199390849674,0.7402969231068015
617,Roman Atwood Vlogs,15400000,5467513882,676310,1756,People&Blogs,2013,355.03336896103895,0.7402969231068015
618,Ø­ÙØ±Ù Ø¥Ø¨Ø¯Ø§Ø¹ÙØ© ÙÙ 5 Ø¯ÙØ§Ø¦Ù,15400000,4443220008,750886,5042,Howto&Style,2017,288.52077974025974,0.024133821284519068
619,Kerajinan 5-Menit,15400000,4709707943,170539,4057,People&Blogs,2018,305.8251911038961,0.7402969231068015
620,LOKESH GAMER,15300000,1625074774,385300,1354,Gaming,2017,106.21403751633987,0.1714734475140664
621,Genierock,15300000,14433470618,513141,1690,Music,2008,943.3640926797385,0.050865397833699845
622,sagar kalra (Shorts),15300000,6328640100,31227034,445,People&Blogs,2017,413.63660784313726,0.7402969231068015
623,zayn,15300000,4860971945,614756,14,Music,2016,317.7105846405229,0.050865397833699845
624,Harsh Beniwal,15300000,1760706317,6438273,163,Comedy,2015,115.07884424836601,0.6820464845369754
625,ÐÐÐÐÐ¢,15400000,1663694323,2769121,319,People&Blogs,2019,108.03209889610389,0.7402969231068015
626,Mobile Legends: Bang Bang,15300000,1208181101,500368,1297,Gaming,2016,78.96608503267974,0.1714734475140664
627,Salman Noman,15200000,9682990420,9097747,674,Entertainment,2013,637.0388434210527,0.3682946839412337
628,Oyuncak AvÄ±,15200000,8322606280,1614873,653,Entertainment,2014,547.5398868421053,0.3682946839412337
629,Dave and Ava - Nursery Rhymes and Baby Songs,15200000,10581553003,986640,824,Education,2014,696.1548028289474,1.097713668156555
630,Kuplinov âº Play,15200000,6684042020,817982,6583,Gaming,2012,439.73960657894736,0.1714734475140664
632,Niana Guerrero,15200000,1475226369,566245,436,Entertainment,2013,97.05436638157894,0.3682946839412337
633,FFUNTV,15100000,11308742050,9427197,379,Gaming,2018,748.9233145695364,0.1714734475140664
635,NDTV India,15200000,6539313322,796880,87094,News&Politics,2008,430.2179817105263,-0.00793467772677302
636,Makiman131,15100000,4228416514,453513,2994,Gaming,2013,280.02758370860926,0.1714734475140664
637,ÙØ§Ø´Ø§ Ù Ø§ÙØ¯Ø¨,15100000,8046768603,424489,966,Shows,2017,532.8985829801325,-0.03585656666974111
638,CNN,15100000,13916375665,426823,159542,News&Politics,2005,921.6142824503311,-0.00793467772677302
639,Musas,15100000,2392866837,595429,622,Howto&Style,2012,158.4680024503311,0.024133821284519068
640,Mariale,15100000,2735489244,476200,2443,Howto&Style,2010,181.1582280794702,0.024133821284519068
641,FC Barcelona,15100000,2573211390,380317,10811,Sports,2006,170.41135033112582,0.15890168118858608
642,Ranz Kyle,15100000,1749514355,496032,524,People&Blogs,2008,115.86187781456954,0.7402969231068015
643,Daftar Populer,15100000,2119623354,470054,3669,Education,2017,140.37240754966888,1.097713668156555
644,AdeleVEVO,15100000,12284796694,4993793,52,Music,2009,813.5626949668874,0.050865397833699845
645,SRK MUSIC,15000000,6295088801,11591792,5011,Music,2012,419.67258673333333,0.050865397833699845
646,DM - Desi Melodies,15000000,5707555523,30843778,66,Music,2017,380.50370153333336,0.050865397833699845
647,BIGBANG,15000000,7790921334,111403,776,Music,2005,519.3947556,0.050865397833699845
648,TheRichest,15000000,2751005650,299737,2208,Education,2014,183.40037666666666,1.097713668156555
649,Kim Loaiza,15000000,1533615276,16840434,18,Music,2019,102.2410184,0.050865397833699845
651,League of Legends,15000000,7095872773,614338,1344,Gaming,2009,473.0581848666667,0.1714734475140664
652,ABS-CBN News,15000000,10271586489,696908,189935,News&Politics,2009,684.7724326,-0.00793467772677302
653,Mazhavil Manorama,14900000,15912466369,5386195,84547,Entertainment,2011,1067.9507630201342,0.3682946839412337
